Customer_ID,Segment,Recency_Days,Frequency,Monetary_USD,RFM_Score,Churn_Risk,CLV_Estimate_USD,Pareto_Group
CUST_00330,Loyal Customers,328,44,1532.87,103.63,Low,106064.35,Pareto Top 20%
CUST_00331,Potential Loyalists,267,16,959.21,41.97,Medium,31484.18,Pareto Top 20%
CUST_00332,Lost Customers,361,44,1248.08,100.76,Critical,112644.07,Pareto Top 20%
CUST_00333,Champions,229,47,860.38,103.04,Low,124316.22,Pareto Top 20%
CUST_00334,Champions,270,10,77.66,21.15,Low,2679.01,Remaining 80%
CUST_00335,Champions,316,30,100.67,61.32,Low,6772.32,Remaining 80%
CUST_00336,Champions,286,25,393.93,54.29,Low,23219.95,Remaining 80%
CUST_00337,New Customers,291,39,161.23,79.95,Medium,20055.98,Remaining 80%
CUST_00338,At Risk,213,20,343.8,43.91,High,14001.45,Remaining 80%
CUST_00339,Potential Loyalists,165,5,270.74,13.31,Medium,2453.94,Remaining 80%
CUST_00340,Champions,5,1,418.6,22.85,Low,1342.11,Remaining 80%
CUST_00341,Potential Loyalists,339,30,706.94,67.36,Medium,33784.69,Remaining 80%
CUST_00342,Potential Loyalists,78,49,648.5,105.75,Medium,87048.51,Remaining 80%
CUST_00343,Loyal Customers,62,3,388.27,11.47,Low,3056.44,Remaining 80%
CUST_00344,Potential Loyalists,132,45,884.09,99.59,Medium,87200.31,Pareto Top 20%
CUST_00345,Potential Loyalists,89,14,301.82,32.13,Medium,9001.87,Remaining 80%
CUST_00346,At Risk,237,30,1155.13,71.97,High,105476.61,Pareto Top 20%
CUST_00347,At Risk,42,4,56.97,10.9,High,381.21,Remaining 80%
CUST_00348,Champions,89,18,1566.78,52.78,Low,55658.66,Pareto Top 20%
CUST_00349,Potential Loyalists,296,37,551.66,79.85,Medium,60517.77,Remaining 80%
CUST_00350,At Risk,328,25,259.08,52.89,High,16818.44,Remaining 80%
CUST_00351,Potential Loyalists,295,48,129.8,97.64,Medium,10940.44,Remaining 80%
CUST_00352,New Customers,104,1,346.18,6.41,Medium,1130.03,Remaining 80%
CUST_00353,At Risk,14,46,128.18,99.95,High,13484.18,Remaining 80%
CUST_00354,Loyal Customers,288,15,110.96,31.46,Low,5252.41,Remaining 80%
CUST_00355,Champions,179,9,500.32,23.56,Low,13848.27,Remaining 80%
CUST_00356,At Risk,125,15,390.21,34.7,High,16089.44,Remaining 80%
CUST_00357,Champions,353,49,574.48,104.03,Low,70063.09,Remaining 80%
CUST_00358,At Risk,23,24,1346.82,65.63,High,111810.9,Pareto Top 20%
CUST_00359,New Customers,63,4,399.92,13.56,Medium,2863.32,Remaining 80%
CUST_00360,At Risk,143,12,454.86,29.24,High,16103.74,Remaining 80%
CUST_00361,Potential Loyalists,153,37,66.95,75.32,Medium,4662.94,Remaining 80%
CUST_00362,At Risk,145,37,652.28,81.21,High,52529.07,Remaining 80%
CUST_00363,Potential Loyalists,225,43,275.33,89.2,Medium,25068.27,Remaining 80%
CUST_00364,Potential Loyalists,309,6,1900.19,31.32,Medium,38696.29,Pareto Top 20%
CUST_00365,New Customers,104,39,886.29,87.82,Medium,118721.9,Pareto Top 20%
CUST_00366,Potential Loyalists,104,46,389.58,96.85,Medium,33440.54,Remaining 80%
CUST_00367,New Customers,39,24,85.75,51.36,Medium,3177.7,Remaining 80%
CUST_00368,New Customers,198,11,1000.97,32.51,Medium,32371.55,Pareto Top 20%
CUST_00369,Loyal Customers,134,13,824.17,34.98,Low,25028.18,Pareto Top 20%
CUST_00370,Champions,67,34,122.03,70.69,Low,6960.73,Remaining 80%
CUST_00371,Champions,179,25,194.98,52.51,Low,13977.67,Remaining 80%
CUST_00372,Champions,42,7,808.5,24.41,Low,14659.3,Pareto Top 20%
CUST_00373,Champions,15,4,122.42,15.47,Low,1694.8,Remaining 80%
CUST_00374,At Risk,111,8,1269.01,29.58,High,19845.48,Pareto Top 20%
CUST_00375,Champions,157,20,296.28,43.6,Low,13676.02,Remaining 80%
CUST_00376,Loyal Customers,289,29,65.53,59.0,Low,4912.63,Remaining 80%
CUST_00377,Lost Customers,231,45,865.73,99.09,Critical,120122.63,Pareto Top 20%
CUST_00378,Champions,157,46,253.81,95.17,Low,30328.56,Remaining 80%
CUST_00379,Lost Customers,38,10,393.8,26.5,Critical,10734.2,Remaining 80%
CUST_00380,Loyal Customers,97,43,79.56,87.82,Low,6678.95,Remaining 80%
CUST_00381,Champions,289,34,21.29,68.56,Low,2311.89,Remaining 80%
CUST_00382,At Risk,254,26,528.04,57.67,High,32362.93,Remaining 80%
CUST_00383,At Risk,196,41,381.98,86.33,High,27906.96,Remaining 80%
CUST_00384,New Customers,86,49,470.13,103.85,Medium,65155.51,Remaining 80%
CUST_00385,At Risk,322,3,809.32,14.4,High,4691.26,Pareto Top 20%
CUST_00386,Lost Customers,10,6,540.09,26.49,Critical,5493.12,Remaining 80%
CUST_00387,Loyal Customers,5,5,116.05,27.83,Low,1870.71,Remaining 80%
CUST_00388,Loyal Customers,123,5,243.75,13.24,Low,2949.77,Remaining 80%
CUST_00389,Lost Customers,330,47,1201.65,106.32,Critical,169351.74,Pareto Top 20%
CUST_00390,Lost Customers,353,23,754.72,53.83,Critical,36126.2,Remaining 80%
CUST_00391,New Customers,118,49,426.68,103.11,Medium,64267.85,Remaining 80%
CUST_00392,Potential Loyalists,294,9,167.62,20.02,Medium,2600.6,Remaining 80%
CUST_00393,Potential Loyalists,159,35,199.81,72.62,Medium,15468.92,Remaining 80%
CUST_00394,Lost Customers,303,20,678.31,47.11,Critical,46886.46,Remaining 80%
CUST_00395,Loyal Customers,228,49,972.49,108.16,Low,147148.43,Pareto Top 20%
CUST_00396,New Customers,216,42,576.49,90.23,Medium,60398.57,Remaining 80%
CUST_00397,New Customers,184,35,849.13,79.03,Medium,64775.39,Pareto Top 20%
CUST_00398,Potential Loyalists,15,18,747.62,49.73,Medium,43658.68,Remaining 80%
CUST_00399,Lost Customers,157,17,101.09,35.64,Critical,4450.47,Remaining 80%
CUST_00400,Lost Customers,136,24,295.78,51.69,Critical,21415.77,Remaining 80%
CUST_00401,Champions,261,3,103.02,7.41,Low,929.72,Remaining 80%
CUST_00402,New Customers,157,32,154.09,66.17,Medium,7573.3,Remaining 80%
CUST_00403,Potential Loyalists,47,35,1037.27,82.46,Medium,63623.82,Pareto Top 20%
CUST_00404,Lost Customers,324,38,340.17,79.71,Critical,36443.04,Remaining 80%
CUST_00405,Loyal Customers,332,13,403.24,30.33,Low,9557.64,Remaining 80%
CUST_00406,New Customers,173,47,118.28,95.76,Medium,11179.4,Remaining 80%
CUST_00407,Potential Loyalists,130,25,207.18,52.84,Medium,17575.47,Remaining 80%
CUST_00408,Champions,95,9,150.84,20.55,Low,3557.3,Remaining 80%
CUST_00409,New Customers,115,4,135.45,10.22,Medium,1626.19,Remaining 80%
CUST_00410,Champions,243,14,528.0,33.69,Low,19337.19,Remaining 80%
CUST_00411,Loyal Customers,292,37,168.45,76.03,Low,16236.22,Remaining 80%
CUST_00412,New Customers,282,34,519.86,73.55,Medium,29841.18,Remaining 80%
CUST_00413,New Customers,299,11,50.12,22.83,Medium,1205.92,Remaining 80%
CUST_00414,At Risk,283,41,96.44,83.32,High,8164.55,Remaining 80%
CUST_00415,At Risk,69,3,180.47,9.23,High,1235.2,Remaining 80%
CUST_00416,Potential Loyalists,148,28,474.47,61.42,Medium,41140.0,Remaining 80%
CUST_00417,Loyal Customers,11,29,583.26,72.17,Low,37953.95,Remaining 80%
CUST_00418,Loyal Customers,254,9,312.34,21.52,Low,6756.08,Remaining 80%
CUST_00419,At Risk,330,3,315.11,9.45,High,2169.31,Remaining 80%
CUST_00420,Lost Customers,360,25,664.61,56.92,Critical,28026.87,Remaining 80%
CUST_00421,Lost Customers,38,34,27.97,70.84,Critical,2265.37,Remaining 80%
CUST_00422,Lost Customers,134,12,228.58,27.03,Critical,5187.54,Remaining 80%
CUST_00423,Champions,200,42,873.82,93.24,Low,68756.31,Pareto Top 20%
CUST_00424,Potential Loyalists,23,9,482.19,26.99,Medium,7325.74,Remaining 80%
CUST_00425,Champions,303,15,225.66,32.59,Low,7491.94,Remaining 80%
CUST_00426,Potential Loyalists,346,40,1199.71,92.29,Medium,144683.29,Pareto Top 20%
CUST_00427,Potential Loyalists,302,25,760.57,57.94,Medium,39034.04,Remaining 80%
CUST_00428,New Customers,363,5,173.87,12.01,Medium,1847.11,Remaining 80%
CUST_00429,Potential Loyalists,218,11,538.23,27.84,Medium,16490.74,Remaining 80%
CUST_00430,Champions,141,34,472.86,73.43,Low,30413.02,Remaining 80%
CUST_00431,Champions,104,24,276.4,51.72,Low,21850.52,Remaining 80%
CUST_00432,Lost Customers,210,15,248.61,32.96,Critical,9473.46,Remaining 80%
CUST_00433,At Risk,111,38,230.46,79.2,High,20975.97,Remaining 80%
CUST_00434,Champions,104,8,500.06,21.95,Low,10463.82,Remaining 80%
CUST_00435,Champions,316,5,312.07,13.44,Low,2858.67,Remaining 80%
CUST_00436,At Risk,171,48,911.49,105.7,High,119308.04,Pareto Top 20%
CUST_00437,Champions,356,26,573.73,58.02,Low,33208.2,Remaining 80%
CUST_00438,Lost Customers,324,18,56.25,36.87,Critical,3335.55,Remaining 80%
CUST_00439,At Risk,133,6,531.06,18.06,High,5855.6,Remaining 80%
CUST_00440,Champions,293,37,178.14,76.12,Low,16570.9,Remaining 80%
CUST_00441,Champions,328,48,469.24,101.0,Low,60728.48,Remaining 80%
CUST_00442,New Customers,127,13,589.92,32.68,Medium,12015.48,Remaining 80%
CUST_00443,Potential Loyalists,106,28,151.22,58.45,Medium,9431.11,Remaining 80%
CUST_00444,Potential Loyalists,92,5,325.19,14.33,Medium,4821.38,Remaining 80%
CUST_00445,Lost Customers,287,13,125.56,27.6,Critical,5126.59,Remaining 80%
CUST_00446,New Customers,51,17,46.88,36.39,Medium,1694.6,Remaining 80%
CUST_00447,New Customers,29,40,257.79,85.91,Medium,31936.95,Remaining 80%
CUST_00448,Lost Customers,296,45,245.45,92.79,Critical,37946.09,Remaining 80%
CUST_00449,Potential Loyalists,297,32,2719.68,91.53,Medium,279691.71,Pareto Top 20%
CUST_00450,Champions,214,29,315.61,61.62,Low,15882.55,Remaining 80%
CUST_00451,Lost Customers,267,3,222.91,8.6,Critical,1992.45,Remaining 80%
CUST_00452,At Risk,257,40,454.32,84.93,High,38877.68,Remaining 80%
CUST_00453,Potential Loyalists,302,34,66.48,68.99,Medium,7858.75,Remaining 80%
CUST_00454,New Customers,101,40,1650.71,97.49,Medium,163137.55,Pareto Top 20%
CUST_00455,Champions,346,27,523.87,59.53,Low,24680.27,Remaining 80%
CUST_00456,Potential Loyalists,110,13,722.92,34.13,Medium,27727.47,Remaining 80%
CUST_00457,Champions,182,45,113.45,91.68,Low,10955.98,Remaining 80%
CUST_00458,Potential Loyalists,313,33,283.37,69.15,Medium,32674.59,Remaining 80%
CUST_00459,Champions,1,6,294.69,64.95,Low,6117.0,Remaining 80%
CUST_00460,Champions,319,24,882.44,57.14,Low,59559.79,Pareto Top 20%
CUST_00461,Champions,55,19,20.62,39.99,Low,689.4,Remaining 80%
CUST_00462,At Risk,149,16,198.95,34.66,High,9147.63,Remaining 80%
CUST_00463,At Risk,309,40,2007.92,100.4,High,135419.02,Pareto Top 20%
CUST_00464,At Risk,137,28,342.07,60.15,High,14929.44,Remaining 80%
CUST_00465,New Customers,202,33,261.06,69.1,Medium,27102.01,Remaining 80%
CUST_00466,Potential Loyalists,313,48,83.82,97.16,Medium,7722.86,Remaining 80%
CUST_00467,Loyal Customers,117,41,1848.01,101.33,Low,171089.18,Pareto Top 20%
CUST_00468,New Customers,154,13,30.11,26.95,Medium,1349.23,Remaining 80%
CUST_00469,Loyal Customers,291,43,688.14,93.22,Low,64319.26,Remaining 80%
CUST_00470,New Customers,63,45,751.8,99.08,Medium,70807.59,Remaining 80%
CUST_00471,Champions,244,25,159.63,52.0,Low,13314.8,Remaining 80%
CUST_00472,New Customers,25,42,576.7,93.61,Medium,41697.06,Remaining 80%
CUST_00473,Champions,90,36,68.77,73.79,Low,7474.61,Remaining 80%
CUST_00474,New Customers,75,27,168.56,57.0,Medium,15820.29,Remaining 80%
CUST_00475,Potential Loyalists,294,38,795.35,84.29,Medium,99815.23,Pareto Top 20%
CUST_00476,New Customers,210,7,1020.08,24.67,Medium,20017.39,Pareto Top 20%
CUST_00477,Champions,347,5,488.87,15.18,Low,5201.87,Remaining 80%
CUST_00478,At Risk,17,43,373.46,95.29,High,32256.37,Remaining 80%
CUST_00479,New Customers,128,45,106.76,91.84,Medium,15078.03,Remaining 80%
CUST_00480,Potential Loyalists,364,31,52.59,62.8,Medium,5314.16,Remaining 80%
CUST_00481,At Risk,251,23,82.58,47.22,High,4844.97,Remaining 80%
CUST_00482,At Risk,179,42,148.97,86.05,High,12442.65,Remaining 80%
CUST_00483,Potential Loyalists,182,10,229.03,22.84,Medium,3952.8,Remaining 80%
CUST_00484,At Risk,152,32,259.75,67.25,High,13917.27,Remaining 80%
CUST_00485,At Risk,25,43,232.57,92.17,High,29383.05,Remaining 80%
CUST_00486,New Customers,180,30,156.6,62.12,Medium,10994.44,Remaining 80%
CUST_00487,Champions,198,39,376.39,82.27,Low,48598.75,Remaining 80%
CUST_00488,Loyal Customers,344,31,892.3,71.21,Low,82412.49,Pareto Top 20%
CUST_00489,New Customers,161,18,184.05,38.46,Medium,6236.6,Remaining 80%
CUST_00490,New Customers,177,36,1447.0,87.03,Medium,142083.79,Pareto Top 20%
CUST_00491,Potential Loyalists,285,2,1053.11,14.88,Medium,4993.87,Pareto Top 20%
CUST_00492,At Risk,63,14,108.23,30.64,High,4022.15,Remaining 80%
CUST_00493,Loyal Customers,150,13,791.53,34.58,Low,30624.14,Pareto Top 20%
CUST_00494,Loyal Customers,154,29,447.35,63.12,Low,40377.53,Remaining 80%
CUST_00495,Potential Loyalists,156,12,438.02,29.02,Medium,16754.13,Remaining 80%
CUST_00496,Potential Loyalists,49,39,268.0,82.68,Medium,20987.09,Remaining 80%
CUST_00497,At Risk,337,2,367.73,7.97,High,1148.96,Remaining 80%
CUST_00498,Champions,84,32,273.07,67.91,Low,26027.63,Remaining 80%
CUST_00499,New Customers,361,13,407.97,30.36,Medium,9083.43,Remaining 80%
CUST_00500,New Customers,177,46,514.36,97.71,Medium,50393.19,Remaining 80%
