Order_Date,Category,Sub_Category,Region,Sales_USD,Profit_USD,Discount_Pct,Profit_Margin_Pct,Predicted_Margin,Margin_Error
2024-03-17,Office Supplies,Labels,South,79.58,10.4,0.1,13.07,12.32,0.75
2022-02-20,Technology,Copiers,East,161.65,33.12,0.0,20.49,19.91,0.58
2023-10-23,Technology,Copiers,West,137.04,13.62,0.1,9.94,11.02,1.08
2024-07-12,Office Supplies,Pens,West,805.33,212.93,0.0,26.44,25.73,0.71
2022-01-12,Technology,Phones,West,290.88,48.14,0.0,16.55,16.7,0.15
2023-08-26,Office Supplies,Binders,Central,625.78,157.88,0.0,25.23,25.82,0.59
2023-09-04,Technology,Accessories,Central,172.87,6.12,0.2,3.54,3.37,0.17
2021-06-18,Technology,Computers,East,666.88,43.88,0.1,6.58,6.59,0.01
2021-01-18,Office Supplies,Envelopes,Central,396.18,73.57,0.0,18.57,18.68,0.11
2024-03-25,Furniture,Storage,Central,188.73,19.61,0.0,10.39,10.19,0.2
2022-08-13,Office Supplies,Binders,Central,519.03,130.48,0.0,25.14,24.8,0.34
2024-04-15,Technology,Accessories,West,119.72,7.4,0.2,6.18,5.93,0.25
2023-02-07,Office Supplies,Binders,Central,41.23,-0.92,0.3,-2.23,-2.58,0.35
2021-08-14,Furniture,Storage,South,178.91,12.67,0.0,7.08,7.86,0.78
2023-05-21,Technology,Computers,South,152.88,33.36,0.0,21.82,21.32,0.5
2021-07-25,Technology,Computers,South,289.25,68.47,0.0,23.67,23.21,0.46
2022-04-03,Technology,Computers,South,1147.63,53.94,0.1,4.7,3.25,1.45
2023-05-31,Technology,Accessories,West,112.43,-13.39,0.4,-11.91,-12.24,0.33
2022-05-12,Technology,Phones,West,112.07,-20.87,0.4,-18.62,-20.11,1.49
2022-10-06,Technology,Phones,West,252.04,30.02,0.1,11.91,12.41,0.5
2021-12-10,Furniture,Tables,South,380.34,53.63,0.0,14.1,14.19,0.09
2024-02-17,Office Supplies,Envelopes,Central,64.18,7.98,0.1,12.43,12.99,0.56
2022-07-31,Office Supplies,Envelopes,East,302.98,31.24,0.1,10.31,10.81,0.5
2024-06-24,Technology,Phones,West,244.94,46.05,0.0,18.8,20.57,1.77
2021-02-20,Technology,Computers,Central,249.1,42.15,0.0,16.92,18.89,1.97
2023-05-10,Furniture,Chairs,Central,196.35,-56.2,0.5,-28.62,-28.67,0.05
2024-09-03,Furniture,Storage,East,231.72,14.48,0.1,6.25,5.09,1.16
2024-01-22,Office Supplies,Paper,West,612.03,-88.25,0.5,-14.42,-14.76,0.34
2024-05-21,Office Supplies,Labels,Central,77.12,16.52,0.0,21.42,22.55,1.13
2024-01-19,Office Supplies,Pens,Central,19.38,-3.07,0.5,-15.83,-16.69,0.86
2022-06-08,Furniture,Chairs,East,394.8,-36.44,0.2,-9.23,-9.98,0.75
2023-07-14,Furniture,Chairs,South,406.21,-1.5,0.1,-0.37,-0.73,0.36
2024-05-20,Office Supplies,Labels,West,430.03,41.15,0.2,9.57,10.28,0.71
2021-02-05,Furniture,Bookcases,South,162.8,-8.32,0.2,-5.11,-6.24,1.13
2022-03-14,Office Supplies,Pens,South,45.3,-0.87,0.3,-1.91,-1.3,0.61
2021-12-06,Technology,Accessories,East,484.72,-13.67,0.2,-2.82,-3.58,0.76
2023-03-13,Office Supplies,Pens,South,113.81,28.96,0.0,25.45,25.73,0.28
2024-07-21,Furniture,Chairs,West,287.52,15.64,0.0,5.44,5.78,0.34
2022-11-08,Office Supplies,Paper,East,526.84,80.5,0.1,15.28,17.5,2.22
2024-02-07,Furniture,Storage,West,498.83,-17.31,0.1,-3.47,-3.4,0.07
2022-02-01,Furniture,Storage,Central,61.82,-8.86,0.3,-14.33,-13.52,0.81
2024-05-10,Technology,Accessories,West,10.04,0.91,0.1,9.02,9.18,0.16
2024-06-19,Technology,Computers,West,856.27,158.84,0.0,18.55,17.5,1.05
2021-05-11,Furniture,Bookcases,Central,180.65,-41.24,0.4,-22.83,-22.93,0.1
2021-07-23,Furniture,Bookcases,East,259.47,-58.69,0.4,-22.62,-21.72,0.9
2021-06-03,Technology,Phones,Central,339.33,-58.26,0.4,-17.17,-16.11,1.06
2024-06-18,Office Supplies,Pens,South,2270.67,334.24,0.0,14.72,14.69,0.03
2024-05-26,Office Supplies,Paper,South,148.0,38.05,0.0,25.71,25.39,0.32
2023-06-07,Technology,Phones,East,201.76,-8.05,0.3,-3.99,-5.06,1.07
2022-11-15,Furniture,Chairs,South,811.26,68.23,0.0,8.41,8.07,0.34
2024-05-04,Technology,Copiers,West,111.65,14.26,0.0,12.77,12.89,0.12
2021-02-15,Furniture,Chairs,West,735.97,-113.85,0.3,-15.47,-15.39,0.08
2023-01-28,Office Supplies,Binders,South,281.26,66.41,0.0,23.61,23.57,0.04
2024-06-05,Furniture,Chairs,South,192.05,12.81,0.0,6.67,6.33,0.34
2021-01-26,Furniture,Chairs,East,451.11,-76.96,0.3,-17.06,-17.63,0.57
2023-04-10,Technology,Phones,West,413.0,86.19,0.0,20.87,22.79,1.92
2022-10-31,Technology,Copiers,West,1107.15,-44.18,0.3,-3.99,-3.31,0.68
2022-11-23,Furniture,Bookcases,South,699.15,-52.79,0.2,-7.55,-6.91,0.64
2023-08-09,Office Supplies,Envelopes,East,271.83,-47.41,0.5,-17.44,-19.03,1.59
2023-06-28,Office Supplies,Envelopes,East,146.56,30.59,0.0,20.87,20.55,0.32
2021-08-28,Furniture,Bookcases,West,106.99,-31.34,0.5,-29.29,-29.23,0.06
2024-07-23,Office Supplies,Pens,West,137.02,-14.78,0.4,-10.79,-12.63,1.84
2021-03-07,Technology,Computers,East,361.45,-67.63,0.4,-18.71,-18.73,0.02
2021-04-22,Technology,Computers,East,236.29,56.88,0.0,24.07,24.08,0.01
2023-03-30,Furniture,Tables,East,439.2,-2.24,0.1,-0.51,-1.82,1.31
2021-12-20,Furniture,Chairs,South,80.41,7.51,0.0,9.34,9.71,0.37
2023-02-02,Furniture,Chairs,South,313.62,5.14,0.1,1.64,1.53,0.11
2023-10-17,Office Supplies,Labels,West,765.43,149.49,0.0,19.53,20.85,1.32
2023-11-15,Office Supplies,Labels,South,1145.72,65.88,0.2,5.75,4.51,1.24
2022-12-30,Office Supplies,Binders,Central,339.52,89.8,0.0,26.45,26.81,0.36
2021-03-09,Technology,Phones,East,470.33,103.94,0.0,22.1,22.33,0.23
2021-02-12,Furniture,Storage,South,575.25,-48.67,0.2,-8.46,-9.33,0.87
2023-01-19,Office Supplies,Envelopes,West,10.13,-1.02,0.4,-10.02,-9.4,0.62
2024-02-24,Office Supplies,Binders,Central,159.5,0.64,0.2,0.4,1.41,1.01
2024-09-02,Technology,Copiers,West,143.22,-0.19,0.2,-0.13,-0.73,0.6
2024-10-19,Office Supplies,Paper,Central,84.87,17.64,0.0,20.78,21.47,0.69
2021-07-29,Technology,Copiers,Central,258.57,33.05,0.1,12.78,12.31,0.47
2022-01-08,Office Supplies,Paper,South,163.72,2.85,0.2,1.74,1.95,0.21
2022-08-21,Office Supplies,Envelopes,East,32.15,7.08,0.0,22.03,22.74,0.71
2024-07-02,Office Supplies,Labels,South,364.88,11.46,0.2,3.14,3.56,0.42
2023-02-16,Office Supplies,Labels,South,112.76,-8.05,0.4,-7.14,-9.35,2.21
2021-12-03,Technology,Phones,South,231.76,34.16,0.0,14.74,13.65,1.09
2024-01-14,Office Supplies,Envelopes,South,121.36,3.34,0.2,2.75,4.56,1.81
2022-06-26,Furniture,Tables,East,128.04,-12.02,0.2,-9.39,-8.93,0.46
2022-07-10,Office Supplies,Envelopes,Central,84.73,2.1,0.2,2.48,2.62,0.14
2023-07-07,Office Supplies,Paper,East,16.27,2.73,0.0,16.75,16.88,0.13
2021-05-30,Furniture,Chairs,West,286.05,31.21,0.0,10.91,11.71,0.8
2021-09-21,Technology,Accessories,West,66.65,-17.08,0.5,-25.62,-25.8,0.18
2022-02-05,Office Supplies,Pens,East,771.47,61.72,0.2,8.0,8.42,0.42
2021-06-23,Office Supplies,Binders,West,56.0,10.74,0.0,19.17,19.62,0.45
2021-08-27,Technology,Copiers,South,257.71,-54.56,0.4,-21.17,-21.24,0.07
2024-05-16,Furniture,Chairs,Central,467.21,44.2,0.0,9.46,10.71,1.25
2021-03-17,Office Supplies,Envelopes,South,376.1,-1.88,0.3,-0.5,-0.45,0.05
2023-09-16,Technology,Phones,Central,207.49,38.51,0.0,18.56,18.79,0.23
2024-09-27,Office Supplies,Paper,South,518.52,69.38,0.1,13.38,12.91,0.47
2023-03-13,Furniture,Storage,Central,719.62,49.58,0.0,6.89,7.03,0.14
2024-07-05,Furniture,Chairs,Central,73.75,-0.25,0.1,-0.34,0.36,0.7
2022-05-01,Technology,Computers,South,469.41,110.03,0.0,23.44,22.78,0.66
2021-06-19,Furniture,Tables,Central,154.11,-46.08,0.5,-29.9,-29.04,0.86
2022-09-23,Office Supplies,Pens,South,427.02,81.6,0.0,19.11,18.15,0.96
2024-11-30,Technology,Copiers,East,189.41,-41.03,0.5,-21.66,-22.6,0.94
2022-01-21,Technology,Phones,East,375.78,25.1,0.1,6.68,5.02,1.66
2021-07-30,Furniture,Tables,West,414.31,-9.86,0.2,-2.38,-1.89,0.49
2022-10-31,Office Supplies,Pens,West,789.18,215.45,0.0,27.3,26.67,0.63
2022-10-21,Office Supplies,Paper,East,317.86,28.67,0.2,9.02,7.01,2.01
2023-05-08,Furniture,Chairs,Central,104.86,-0.67,0.1,-0.64,-0.36,0.28
2023-03-03,Furniture,Tables,West,25.54,-1.57,0.2,-6.14,-6.3,0.16
2024-11-27,Office Supplies,Binders,East,162.77,-0.5,0.3,-0.31,-1.33,1.02
2024-04-08,Technology,Computers,East,417.4,79.51,0.0,19.05,19.35,0.3
2021-12-20,Office Supplies,Binders,Central,12.73,2.38,0.1,18.7,19.99,1.29
2022-01-31,Technology,Copiers,Central,76.67,-6.4,0.3,-8.35,-9.04,0.69
2021-04-29,Furniture,Storage,Central,194.27,-6.14,0.2,-3.16,-2.16,1.0
2021-10-20,Office Supplies,Paper,East,500.57,-8.86,0.3,-1.77,-1.03,0.74
2022-09-17,Furniture,Tables,West,97.65,-28.39,0.5,-29.07,-29.82,0.75
2023-09-01,Technology,Computers,Central,241.87,49.41,0.0,20.43,20.16,0.27
2022-10-09,Office Supplies,Labels,East,308.48,62.25,0.0,20.18,21.9,1.72
2021-02-01,Office Supplies,Labels,Central,29.84,-1.03,0.3,-3.44,-5.21,1.77
2023-08-15,Furniture,Storage,Central,27.34,-0.4,0.1,-1.48,-0.04,1.44
2024-04-21,Technology,Computers,East,45.59,5.73,0.1,12.57,13.53,0.96
2023-02-21,Office Supplies,Pens,South,112.4,25.07,0.0,22.3,20.64,1.66
2024-03-27,Technology,Phones,Central,33.92,-2.54,0.3,-7.48,-6.91,0.57
2023-03-19,Technology,Copiers,East,141.28,13.15,0.1,9.31,8.46,0.85
2022-08-29,Office Supplies,Binders,East,484.67,-17.11,0.3,-3.53,-5.6,2.07
2022-12-16,Office Supplies,Binders,West,194.41,22.75,0.1,11.7,13.18,1.48
2021-08-24,Technology,Phones,Central,10.6,0.25,0.2,2.34,4.08,1.74
2021-06-22,Technology,Computers,West,170.43,9.14,0.2,5.36,7.19,1.83
2021-11-17,Furniture,Storage,Central,94.45,3.66,0.0,3.87,3.31,0.56
2023-10-23,Office Supplies,Labels,West,171.24,33.58,0.1,19.61,20.0,0.39
2024-10-11,Technology,Phones,East,129.05,11.51,0.1,8.92,8.98,0.06
2021-06-16,Technology,Phones,South,821.49,82.4,0.1,10.03,10.43,0.4
2024-03-03,Furniture,Chairs,Central,78.57,-0.71,0.1,-0.9,-0.95,0.05
2024-07-11,Technology,Accessories,West,167.33,-6.39,0.3,-3.82,-4.76,0.94
2022-12-10,Furniture,Storage,West,240.14,-35.83,0.3,-14.92,-14.58,0.34
2022-07-21,Office Supplies,Binders,Central,190.06,37.25,0.0,19.6,19.54,0.06
2023-03-02,Furniture,Bookcases,South,78.25,5.61,0.0,7.17,8.11,0.94
2022-09-25,Office Supplies,Envelopes,South,323.51,82.82,0.0,25.6,25.11,0.49
2021-04-11,Technology,Accessories,East,126.21,17.97,0.0,14.24,12.77,1.47
2022-07-08,Furniture,Storage,Central,148.36,14.45,0.0,9.74,9.54,0.2
2023-03-12,Furniture,Tables,South,208.49,20.43,0.0,9.8,10.47,0.67
2023-09-17,Technology,Copiers,South,176.57,6.18,0.1,3.5,3.8,0.3
2022-05-22,Technology,Accessories,West,79.67,5.36,0.2,6.73,5.63,1.1
2024-07-22,Furniture,Chairs,East,726.54,-21.07,0.2,-2.9,-1.83,1.07
2022-07-18,Technology,Phones,East,435.98,99.93,0.0,22.92,22.26,0.66
2023-12-25,Office Supplies,Binders,South,284.72,-2.28,0.3,-0.8,-0.14,0.66
2022-09-22,Technology,Computers,East,53.04,6.21,0.1,11.7,11.64,0.06
2022-01-29,Furniture,Tables,West,101.98,-28.83,0.4,-28.27,-27.16,1.11
2024-04-04,Technology,Computers,East,84.04,10.54,0.1,12.54,11.31,1.23
2022-01-14,Office Supplies,Envelopes,East,370.14,76.32,0.0,20.62,20.55,0.07
2024-02-19,Furniture,Chairs,West,668.02,-87.24,0.3,-13.06,-12.7,0.36
2021-12-30,Technology,Copiers,East,667.09,126.81,0.0,19.01,19.33,0.32
2021-01-09,Furniture,Chairs,South,1035.78,-146.98,0.3,-14.19,-13.15,1.04
2023-04-07,Office Supplies,Pens,Central,22.36,3.94,0.1,17.64,17.04,0.6
2021-07-13,Office Supplies,Envelopes,South,122.28,23.11,0.0,18.9,20.01,1.11
2021-04-12,Office Supplies,Paper,Central,846.19,76.5,0.1,9.04,7.56,1.48
2023-05-22,Technology,Accessories,Central,185.18,-3.81,0.2,-2.06,-2.61,0.55
2022-12-23,Office Supplies,Paper,Central,299.11,-4.64,0.2,-1.55,-2.91,1.36
2023-09-13,Furniture,Chairs,East,386.69,-0.77,0.1,-0.2,-0.85,0.65
2023-10-15,Office Supplies,Paper,South,862.6,240.58,0.0,27.89,27.89,0.0
2021-10-26,Technology,Computers,East,252.69,2.35,0.2,0.93,2.21,1.28
2023-10-19,Furniture,Tables,East,340.57,-49.14,0.3,-14.43,-13.1,1.33
2023-07-28,Furniture,Storage,East,733.09,-32.62,0.2,-4.45,-4.15,0.3
2023-06-05,Furniture,Tables,Central,279.56,15.6,0.0,5.58,5.43,0.15
2024-03-14,Office Supplies,Pens,Central,218.89,-46.05,0.5,-21.04,-19.55,1.49
2023-06-23,Office Supplies,Binders,Central,77.15,18.98,0.0,24.6,26.21,1.61
2023-09-05,Office Supplies,Labels,East,51.07,8.15,0.0,15.95,14.7,1.25
2022-01-28,Furniture,Tables,West,36.68,2.74,0.0,7.47,5.92,1.55
2023-07-10,Furniture,Storage,South,183.12,-2.25,0.1,-1.23,-1.71,0.48
2021-04-02,Technology,Computers,South,51.67,11.42,0.0,22.11,20.97,1.14
2024-04-25,Technology,Computers,East,695.54,3.69,0.2,0.53,0.25,0.28
2021-07-30,Office Supplies,Envelopes,East,498.59,112.43,0.0,22.55,25.24,2.69
2022-08-01,Office Supplies,Envelopes,South,67.44,-0.71,0.3,-1.06,-1.1,0.04
2023-09-02,Office Supplies,Paper,West,172.7,26.99,0.1,15.63,17.27,1.64
2021-10-12,Technology,Accessories,East,123.01,11.27,0.1,9.16,10.01,0.85
2021-06-20,Furniture,Chairs,South,330.18,10.8,0.1,3.27,4.56,1.29
2024-07-23,Furniture,Storage,Central,369.73,10.28,0.1,2.78,2.81,0.03
2021-12-02,Technology,Phones,East,261.61,43.58,0.1,16.66,16.5,0.16
2022-02-11,Office Supplies,Binders,West,335.12,60.76,0.0,18.13,18.42,0.29
2022-07-01,Office Supplies,Labels,East,534.11,99.83,0.0,18.69,18.91,0.22
2022-05-08,Office Supplies,Paper,Central,683.25,160.97,0.0,23.56,25.19,1.63
2024-01-03,Technology,Accessories,West,97.36,17.13,0.1,17.59,18.21,0.62
2022-11-01,Technology,Accessories,East,481.92,0.43,0.2,0.09,0.55,0.46
2024-02-22,Office Supplies,Labels,West,114.42,27.58,0.0,24.1,24.28,0.18
2022-09-20,Technology,Accessories,West,198.38,3.71,0.2,1.87,0.66,1.21
2023-09-12,Technology,Computers,Central,830.81,144.15,0.0,17.35,19.2,1.85
2023-01-15,Furniture,Chairs,South,134.84,3.1,0.1,2.3,2.52,0.22
2022-05-06,Office Supplies,Labels,Central,305.31,60.05,0.0,19.67,20.36,0.69
2023-06-11,Technology,Phones,East,749.41,139.91,0.0,18.67,19.16,0.49
2023-09-16,Furniture,Tables,Central,426.81,24.8,0.0,5.81,6.57,0.76
2022-09-22,Technology,Copiers,Central,796.65,170.24,0.0,21.37,20.55,0.82
2021-03-02,Technology,Phones,Central,172.69,24.69,0.0,14.3,13.3,1.0
2024-10-14,Office Supplies,Envelopes,Central,293.61,25.28,0.2,8.61,8.15,0.46
2023-09-18,Office Supplies,Envelopes,South,139.43,-16.29,0.4,-11.68,-13.7,2.02
2021-04-26,Technology,Phones,South,302.41,-76.39,0.5,-25.26,-26.54,1.28
2024-10-02,Office Supplies,Envelopes,West,37.96,-6.46,0.5,-17.01,-16.98,0.03
2021-08-08,Furniture,Storage,East,29.14,2.61,0.0,8.97,7.82,1.15
2022-02-03,Furniture,Chairs,West,743.36,65.34,0.0,8.79,9.52,0.73
2022-08-24,Office Supplies,Pens,South,520.15,41.14,0.2,7.91,6.79,1.12
2021-06-06,Furniture,Bookcases,Central,142.38,-15.85,0.2,-11.13,-12.19,1.06
2021-06-25,Furniture,Chairs,East,71.23,8.31,0.0,11.67,11.41,0.26
2023-05-03,Furniture,Chairs,West,47.3,-2.68,0.2,-5.67,-4.3,1.37
2024-09-22,Furniture,Chairs,East,708.1,74.78,0.0,10.56,11.81,1.25
2023-04-23,Office Supplies,Pens,South,163.01,35.26,0.0,21.63,21.72,0.09
2024-02-18,Office Supplies,Labels,South,39.01,5.84,0.1,14.97,14.75,0.22
2023-03-31,Office Supplies,Pens,South,85.72,0.03,0.3,0.03,0.82,0.79
2022-05-23,Technology,Computers,South,1242.54,221.17,0.0,17.8,18.25,0.45
2022-01-05,Office Supplies,Envelopes,West,363.31,56.93,0.1,15.67,14.33,1.34
2021-03-17,Office Supplies,Paper,East,694.08,31.44,0.2,4.53,4.95,0.42
2021-11-20,Furniture,Tables,West,36.55,1.35,0.1,3.7,3.64,0.06
2024-09-23,Office Supplies,Labels,Central,530.54,86.96,0.0,16.39,16.0,0.39
2022-04-01,Furniture,Chairs,East,33.9,0.65,0.1,1.92,2.07,0.15
2021-04-10,Furniture,Tables,Central,330.49,-88.67,0.5,-26.83,-26.33,0.5
2023-03-15,Office Supplies,Pens,Central,846.53,45.29,0.2,5.35,4.72,0.63
2021-06-04,Furniture,Storage,South,515.69,-62.5,0.2,-12.12,-12.83,0.71
2023-03-24,Technology,Computers,East,241.52,38.35,0.0,15.88,14.94,0.94
2022-04-09,Furniture,Storage,West,84.57,-1.37,0.1,-1.62,-1.34,0.28
2023-07-09,Office Supplies,Pens,Central,961.87,218.15,0.0,22.68,23.37,0.69
2024-04-18,Office Supplies,Paper,East,237.33,25.82,0.2,10.88,10.38,0.5
2024-01-27,Technology,Accessories,West,12.43,-1.89,0.4,-15.19,-15.46,0.27
2023-04-17,Furniture,Storage,East,567.78,-33.22,0.1,-5.85,-5.71,0.14
2023-11-30,Office Supplies,Pens,East,11.92,-2.18,0.5,-18.28,-17.86,0.42
2023-06-24,Technology,Copiers,East,525.15,47.63,0.1,9.07,8.1,0.97
2021-06-25,Technology,Accessories,East,17.83,1.04,0.2,5.85,6.94,1.09
2024-08-31,Technology,Phones,Central,30.38,-1.92,0.3,-6.31,-9.01,2.7
2021-05-03,Technology,Copiers,East,66.24,7.4,0.1,11.17,11.42,0.25
2021-04-23,Furniture,Tables,Central,500.37,33.12,0.0,6.62,5.67,0.95
2024-06-21,Office Supplies,Pens,West,550.45,-105.25,0.5,-19.12,-19.63,0.51
2021-02-11,Technology,Computers,East,25.58,3.14,0.0,12.27,13.59,1.32
2022-06-16,Furniture,Storage,East,466.45,48.84,0.0,10.47,9.42,1.05
2022-07-02,Office Supplies,Paper,East,106.57,7.91,0.2,7.42,7.15,0.27
2022-04-09,Furniture,Bookcases,South,39.35,-0.55,0.1,-1.41,-1.98,0.57
2022-02-24,Technology,Copiers,West,38.27,7.05,0.0,18.43,17.93,0.5
2022-07-31,Office Supplies,Paper,Central,25.8,2.12,0.1,8.2,7.52,0.68
2023-03-11,Furniture,Storage,Central,83.1,7.96,0.0,9.58,9.32,0.26
2021-02-20,Technology,Computers,Central,144.39,12.75,0.1,8.83,8.99,0.16
2021-06-28,Technology,Accessories,Central,497.14,70.64,0.0,14.21,13.12,1.09
2024-04-18,Office Supplies,Pens,East,92.54,6.99,0.2,7.55,8.52,0.97
2021-06-21,Furniture,Chairs,South,330.47,2.45,0.1,0.74,-2.21,2.95
2022-11-14,Furniture,Tables,Central,333.13,-4.1,0.1,-1.23,-0.52,0.71
2023-07-31,Furniture,Bookcases,South,187.42,-14.94,0.2,-7.97,-5.87,2.1
2021-01-24,Office Supplies,Labels,Central,360.47,8.69,0.3,2.41,2.71,0.3
2024-02-15,Furniture,Storage,Central,201.0,3.34,0.1,1.66,0.55,1.11
2022-04-19,Office Supplies,Paper,East,612.0,151.16,0.0,24.7,25.15,0.45
2021-01-27,Furniture,Bookcases,West,874.34,-96.35,0.2,-11.02,-11.36,0.34
2021-03-29,Furniture,Storage,East,89.71,-9.35,0.2,-10.42,-9.71,0.71
2022-11-30,Technology,Computers,West,578.03,89.36,0.0,15.46,16.71,1.25
2024-05-14,Furniture,Storage,South,50.54,5.86,0.0,11.59,12.07,0.48
2023-08-28,Office Supplies,Envelopes,East,176.75,21.85,0.1,12.36,11.49,0.87
2024-05-11,Furniture,Tables,West,501.94,10.79,0.1,2.15,0.04,2.11
2024-12-22,Furniture,Tables,South,606.35,64.52,0.0,10.64,11.34,0.7
2024-01-10,Technology,Copiers,West,555.18,-14.55,0.2,-2.62,-2.11,0.51
2023-09-27,Office Supplies,Labels,South,128.28,26.05,0.0,20.31,20.24,0.07
2022-08-10,Technology,Phones,Central,253.97,39.92,0.0,15.72,16.01,0.29
2021-05-15,Office Supplies,Pens,West,14.12,2.62,0.0,18.54,18.72,0.18
2022-07-09,Technology,Accessories,South,260.24,26.8,0.1,10.3,9.46,0.84
2021-04-29,Technology,Phones,South,86.75,12.67,0.0,14.6,14.54,0.06
2022-04-13,Office Supplies,Pens,West,37.52,8.15,0.0,21.73,22.71,0.98
2021-07-14,Technology,Accessories,West,164.6,-2.4,0.2,-1.46,-0.32,1.14
2024-03-19,Office Supplies,Envelopes,Central,339.54,58.64,0.0,17.27,17.74,0.47
2022-03-25,Office Supplies,Pens,East,39.12,3.67,0.2,9.37,10.1,0.73
2023-05-05,Office Supplies,Labels,West,579.05,126.46,0.0,21.84,20.86,0.98
2021-12-08,Technology,Copiers,South,27.62,5.95,0.0,21.54,23.82,2.28
2023-05-24,Furniture,Tables,Central,818.89,-16.54,0.1,-2.02,-3.55,1.53
2022-06-17,Technology,Computers,South,694.64,-8.54,0.3,-1.23,-0.66,0.57
2024-08-23,Office Supplies,Labels,South,73.19,-0.06,0.2,-0.08,0.73,0.81
2024-11-12,Furniture,Chairs,South,783.53,-262.8,0.5,-33.54,-32.67,0.87
2024-11-16,Office Supplies,Binders,Central,191.64,28.08,0.1,14.65,13.67,0.98
2021-06-16,Furniture,Chairs,East,198.62,10.07,0.0,5.07,5.07,0.0
2022-08-03,Technology,Phones,Central,190.49,-46.54,0.5,-24.43,-22.21,2.22
2022-01-19,Office Supplies,Binders,East,403.35,82.44,0.0,20.44,19.95,0.49
2021-02-25,Technology,Computers,East,617.87,120.18,0.0,19.45,18.52,0.93
2022-05-20,Office Supplies,Paper,South,251.13,36.77,0.1,14.64,15.67,1.03
2021-09-09,Office Supplies,Envelopes,East,236.49,6.46,0.2,2.73,3.02,0.29
2024-10-03,Technology,Copiers,Central,59.27,4.58,0.1,7.73,7.9,0.17
2024-08-30,Furniture,Storage,Central,219.44,24.31,0.0,11.08,10.43,0.65
2023-05-31,Furniture,Tables,West,75.15,-8.23,0.2,-10.95,-12.57,1.62
2023-06-22,Furniture,Bookcases,West,174.8,-53.84,0.5,-30.8,-31.29,0.49
2022-10-05,Office Supplies,Binders,East,37.02,-1.49,0.3,-4.02,-4.42,0.4
2021-11-12,Office Supplies,Labels,South,26.83,3.57,0.1,13.3,14.11,0.81
2023-01-06,Technology,Copiers,Central,75.78,6.12,0.1,8.08,7.26,0.82
2021-12-28,Furniture,Tables,South,831.76,-7.57,0.1,-0.91,-0.94,0.03
2021-03-28,Office Supplies,Envelopes,South,84.73,1.81,0.2,2.14,2.43,0.29
2023-07-02,Office Supplies,Labels,East,109.96,-9.38,0.3,-8.53,-7.79,0.74
2024-06-02,Office Supplies,Pens,Central,416.78,70.89,0.0,17.01,18.43,1.42
2021-04-01,Technology,Accessories,Central,154.76,-9.19,0.3,-5.94,-7.11,1.17
2021-06-15,Technology,Copiers,Central,230.47,-55.17,0.5,-23.94,-24.74,0.8
2023-05-11,Office Supplies,Paper,West,709.18,57.59,0.1,8.12,7.56,0.56
2021-12-25,Technology,Phones,East,65.86,11.96,0.0,18.16,17.1,1.06
2023-09-09,Technology,Accessories,Central,362.06,4.38,0.2,1.21,0.71,0.5
2021-02-05,Office Supplies,Binders,South,318.02,19.34,0.1,6.08,5.76,0.32
2024-11-07,Technology,Copiers,East,1350.67,245.28,0.0,18.16,18.65,0.49
2023-05-09,Office Supplies,Labels,West,65.72,11.97,0.0,18.22,18.73,0.51
2024-02-17,Technology,Computers,Central,776.99,118.96,0.0,15.31,14.0,1.31
2022-08-22,Office Supplies,Labels,East,632.17,-22.19,0.3,-3.51,-4.88,1.37
2023-02-01,Office Supplies,Pens,East,508.96,100.21,0.0,19.69,21.09,1.4
2023-09-14,Technology,Computers,West,955.34,-73.08,0.3,-7.65,-5.57,2.08
2021-07-14,Furniture,Bookcases,South,1708.76,87.15,0.0,5.1,6.73,1.63
2023-09-05,Office Supplies,Labels,East,722.68,-142.73,0.5,-19.75,-20.92,1.17
2023-08-16,Office Supplies,Pens,Central,276.76,-38.03,0.4,-13.74,-14.47,0.73
2022-11-22,Office Supplies,Pens,West,86.31,17.6,0.0,20.39,21.11,0.72
2021-07-10,Office Supplies,Pens,West,419.64,59.5,0.1,14.18,12.77,1.41
2022-02-25,Technology,Accessories,South,100.87,11.14,0.1,11.04,13.55,2.51
2021-06-02,Furniture,Chairs,East,725.84,52.19,0.0,7.19,6.58,0.61
2021-07-03,Office Supplies,Labels,Central,28.85,5.58,0.0,19.33,20.71,1.38
2022-04-07,Office Supplies,Binders,South,106.7,15.66,0.1,14.68,13.7,0.98
2021-09-21,Technology,Accessories,Central,178.46,4.34,0.2,2.43,3.26,0.83
2023-05-11,Furniture,Storage,South,479.18,67.28,0.0,14.04,12.67,1.37
2021-11-09,Furniture,Storage,West,35.53,2.92,0.0,8.21,6.92,1.29
2024-09-23,Technology,Phones,Central,14.19,0.74,0.2,5.21,5.81,0.6
2023-09-19,Office Supplies,Pens,West,661.92,130.46,0.1,19.71,20.46,0.75
2022-04-12,Technology,Copiers,East,409.45,77.96,0.0,19.04,18.12,0.92
2024-08-24,Technology,Computers,West,10.28,-2.0,0.4,-19.44,-20.5,1.06
2022-03-19,Technology,Copiers,Central,122.45,14.3,0.1,11.68,11.87,0.19
2021-09-24,Office Supplies,Labels,Central,59.24,12.32,0.0,20.8,20.65,0.15
2022-09-17,Technology,Phones,East,266.74,32.2,0.0,12.07,12.12,0.05
2024-09-07,Furniture,Storage,South,313.24,25.15,0.0,8.03,7.81,0.22
